PLAYER_ID,FirstName,LastName,Wins,Losses,PreviousWins,PreviousLosses,PlayerWinPercent,Points,Rebounds,Assists,Steals,Blocks,MissedFieldGoals,MissedFreeThrows,TurnOvers
1627863,Danuel,House,14,22,23,28,0.389,5.6,2.6,1.1,0.4,0.4,2.6,0.3,0.7
1629647,Darius,Bazley,19,50,27,34,0.275,10.8,6.3,1.4,0.8,1,5.4,0.8,1.3
1629636,Darius,Garland,35,26,22,19,0.574,21.5,3.4,8.6,1.2,0.1,9.2,0.3,3.8
201954,Darren,Collison,1,2,19,44,0.333,1.3,1.3,0.7,0.3,0,1.6,0,0.3
1630561,David,Duke,9,12,48,21,0.429,5,3.2,0.8,0.7,0.3,3.2,0.2,0.4
1630525,David,Johnson,2,0,8,12,1,0,0,0,0,0,0.5,0,0
1628021,David,Nwaba,6,39,32,35,0.133,5.1,3.3,0.8,0.6,0.4,2,0.4,0.5
1630558,Davion,Mitchell,25,44,21,42,0.362,11,2.2,3.6,0.8,0.3,6.4,0.3,1.3
202722,Davis,Bertans,26,23,25,29,0.531,5.4,1.9,0.5,0.3,0.2,3.3,0.1,0.3
1628432,Davon,Reed,26,16,38,23,0.619,4.1,2.3,1,0.5,0.1,1.7,0,0.3
1630549,Day'Ron,Sharpe,12,20,7,16,0.375,6.2,5,0.5,0.3,0.5,2,0.5,0.9
1628368,De'Aaron,Fox,22,37,26,36,0.373,23.2,3.9,5.6,1.2,0.4,9.8,1.5,2.8
1629631,De'Andre,Hunter,23,23,49,19,0.5,13.4,3.2,1.3,0.8,0.4,6,0.8,1.3
1629001,De'Anthony,Melton,46,21,32,26,0.687,10.6,4.5,2.6,1.5,0.5,5.6,0.4,1.5
201599,DeAndre,Jordan,22,21,28,22,0.512,4.1,5.5,0.4,0.3,0.7,1.1,0.4,0.8
1627761,DeAndre',Bembry,31,25,18,18,0.554,5.1,2.9,1.2,0.9,0.4,1.7,0.2,0.6
1630610,DeJon,Jarreau,0,1,36,32,0,0,0,0,0,0,0,0,0
201942,DeMar,DeRozan,41,29,48,19,0.586,27.7,5.3,5,0.9,0.3,10,1,2.4
202326,DeMarcus,Cousins,30,12,0,8,0.714,9,5.9,1.4,0.8,0.4,3.9,0.7,1.7
1629731,Dean,Wade,27,24,30,32,0.529,5.3,2.9,1,0.6,0.1,2.4,0.2,0.3
1629028,Deandre,Ayton,43,11,4,7,0.796,17.2,10,1.4,0.7,0.7,4.3,0.6,1.5
1629686,Deividas,Sirvydis,1,2,8,12,0.333,1,2,0.3,1,0.3,3,0,0
1627749,Dejounte,Murray,30,36,23,32,0.455,21,8.3,9.3,2.1,0.3,9.9,0.8,2.6
1626153,Delon,Wright,37,33,11,5,0.529,4.5,2.8,2.4,1.1,0.3,2,0.1,0.6
1630166,Deni,Avdija,32,42,0,3,0.432,8,5.1,1.8,0.7,0.5,3.8,0.4,0.9
203471,Dennis,Schroder,32,32,36,31,0.5,13.5,3.3,4.6,0.8,0.1,6.4,0.4,2.2
1628372,Dennis,Smith,15,22,29,33,0.405,5.6,2.4,3.6,1.2,0.3,3,0.6,1.4
1627756,Denzel,Valentine,14,10,39,14,0.583,2.9,1.8,0.5,0.3,0,1.8,0,0.5
202324,Derrick,Favors,15,24,3,10,0.385,5.3,4.7,0.6,0.4,0.3,2.3,0.2,0.2
1627884,Derrick,Jones,27,19,44,22,0.587,5.5,3.4,0.5,0.5,0.7,1.8,0.3,0.5
201565,Derrick,Rose,11,15,36,24,0.423,12,3,4,0.8,0.5,5.8,0,1.5
1628476,Derrick,Walton,1,2,32,34,0.333,6.3,3.3,7,2.3,1.3,6.7,0,3.7
1628401,Derrick,White,36,33,35,28,0.522,13.3,3.5,5,0.9,0.8,6.4,0.4,1.6
1630217,Desmond,Bane,51,21,21,33,0.708,18.2,4.5,2.8,1.2,0.4,7.9,0.2,1.5
1626164,Devin,Booker,53,11,40,32,0.828,26.5,5,4.9,1.2,0.4,11.1,0.7,2.5
1630170,Devin,Vassell,26,39,21,51,0.4,11.8,4.3,1.8,1,0.6,6.1,0.2,0.8
1629653,Devon,Dotson,5,6,46,23,0.455,2.6,0.8,1.4,0.1,0,1.1,0.3,0.5
1629719,Devontae,Cacok,4,7,36,22,0.364,3.6,3.3,0.5,0.6,0.6,0.8,0.2,0.2
1628984,Devonte',Graham,30,40,11,20,0.429,12.3,2.5,4.3,1,0.2,7.2,0.3,1.4
203473,Dewayne,Dedmon,40,24,20,7,0.625,6.2,5.8,0.7,0.3,0.6,1.9,0.3,1
1629712,Didi,Louzada,0,2,5,18,0,0,1,0.5,0,0,1.5,0,0
1628415,Dillon,Brooks,19,9,23,30,0.679,18,3.1,2.5,1.3,0.3,9.2,0.4,1.6
1627734,Domantas,Sabonis,21,41,36,27,0.339,18.9,12.1,5.2,1,0.4,5.4,1.4,3.1
1628378,Donovan,Mitchell,39,23,0,1,0.629,25.9,4.2,5.4,1.5,0.2,11.3,0.6,3.1
1628978,Donte,DiVincenzo,18,18,14,4,0.5,8.5,3.8,2.6,1.1,0.1,5.1,0.3,1.6
1627827,Dorian,Finney-Smith,45,28,42,30,0.616,10.7,4.9,1.8,1.1,0.5,4.7,0.4,1.1
203926,Doug,McDermott,21,30,31,40,0.412,11.3,2.3,1.3,0.3,0.1,4.9,0.2,0.8
203110,Draymond,Green,29,11,10,17,0.725,7.3,7.3,7,1.4,1,2.7,0.7,3
1629234,Drew,Eubanks,19,46,20,20,0.292,6.9,5.2,1.2,0.4,0.6,2,0.4,1.1
1630613,Duane,Washington,12,30,14,3,0.286,9.6,1.7,1.9,0.5,0,5.4,0.3,1.2
1629130,Duncan,Robinson,47,26,18,24,0.644,11.1,2.7,1.7,0.5,0.2,5.7,0.1,0.8
2730,Dwight,Howard,20,33,43,22,0.377,5.6,5.7,0.6,0.6,0.6,1.3,0.8,0.8
203939,Dwight,Powell,46,29,13,27,0.613,8.3,4.7,1.2,0.5,0.5,1.6,0.5,0.7
1629685,Dylan,Windler,26,19,33,14,0.578,2.3,1.9,0.6,0.3,0.1,1.1,0.1,0.3
202334,Ed,Davis,14,13,1,3,0.519,1,2.3,0.2,0.1,0.3,0.2,0.3,0.2
203901,Elfrid,Payton,39,8,23,10,0.83,2.9,1.8,2,0.5,0.1,2.1,0.3,1
1630190,Elijah,Hughes,15,16,22,30,0.484,3.5,1.6,0.6,0.4,0.2,2.6,0,0.4
1629150,Emanuel,Terry,2,1,7,13,0.667,0,5,0.7,0.3,0,1.7,0,1.7
1626144,Emmanuel,Mudiay,0,2,39,16,0,1.5,0,2,0.5,0,1,0.5,0.5
202683,Enes,Freedom,20,15,27,23,0.571,3.7,4.6,0.2,0.1,0.4,1.3,0.1,0.6
202339,Eric,Bledsoe,27,27,1,9,0.5,9.9,3.4,4.2,1.3,0.4,5.1,0.6,2.1
201569,Eric,Gordon,19,38,25,31,0.333,13.4,2,2.7,0.5,0.3,5.2,0.6,1.9
1629672,Eric,Paschall,33,21,32,32,0.611,6,1.9,0.7,0.2,0.1,2.2,0.3,0.5
1630647,Eugene,Omoruyi,1,3,12,27,0.25,1.8,1.8,0.5,0,0,0.8,0.5,0
203095,Evan,Fournier,33,41,15,24,0.446,14.1,2.6,2.1,1,0.2,7.1,0.4,1.3
1630596,Evan,Mobley,39,28,7,3,0.582,14.9,8.3,2.5,0.8,1.6,5.9,1.2,2
1630267,Facundo,Campazzo,37,26,29,29,0.587,5.2,1.9,3.4,1,0.4,2.9,0.2,1
1628402,Frank,Jackson,6,40,16,14,0.13,10.4,1.6,1,0.5,0.2,5.4,0.4,0.8
1626163,Frank,Kaminsky,8,1,52,20,0.889,10.6,4.6,1.4,0.9,0.8,3.3,0.2,0.6
1628373,Frank,Ntilikina,32,23,40,21,0.582,4.3,1.4,1.3,0.5,0.1,2.4,0.1,0.6
1630532,Franz,Wagner,20,56,9,14,0.263,15.4,4.6,3,0.9,0.4,6.7,0.4,1.6
1627832,Fred,VanVleet,36,25,19,26,0.59,20.5,4.6,6.7,1.6,0.5,9.9,0.4,2.6
1630273,Freddie,Gillespie,1,8,30,20,0.111,2.3,4,0.6,0.3,1,1.4,0.5,0.6
1627788,Furkan,Korkmaz,40,21,24,20,0.656,8.1,2.8,2,0.5,0.1,4.5,0.3,0.8
1629216,Gabe,Vincent,43,20,14,24,0.683,8.9,1.9,3.2,1,0.2,4.6,0.1,1.5
1630466,Gabriel,Deck,2,5,2,5,0.286,2.6,0.9,0.7,0.1,0,0.9,0,0.3
202066,Garrett,Temple,22,34,30,33,0.393,5.4,2.5,1.3,0.8,0.4,3.1,0.2,0.7
1629726,Garrison,Mathews,19,40,26,24,0.322,10,2.9,1,0.9,0.3,4.3,0.6,0.6
1629109,Gary,Clark,19,15,3,1,0.559,2.5,2.4,0.4,0.3,0.2,1.4,0,0.2
203914,Gary,Harris,16,45,18,34,0.262,11.1,2,1.8,1,0.1,5.2,0.2,1
1627780,Gary,Payton,42,23,25,33,0.646,7,3.5,0.8,1.4,0.3,1.8,0.4,0.6
1629018,Gary,Trent,39,24,23,15,0.619,18,2.8,2.1,1.8,0.3,9.1,0.5,1
201588,George,Hill,31,16,16,20,0.66,6.6,3,2.3,0.8,0.1,3,0,0.8
1628994,George,King,2,2,0,2,0.5,0.3,1.3,0,0,0,1.3,0.2,0.3
1627777,Georges,Niang,45,25,3,10,0.643,9.3,2.7,1.4,0.4,0.2,4.3,0.1,0.8
1630686,Georgios,Kalaitzakis,7,2,1,1,0.778,1.8,0.9,0,0.1,0.1,0.6,0.6,0.4
203507,Giannis,Antetokounmpo,40,21,37,27,0.656,29.7,11.6,5.8,1,1.4,8.3,3.2,3.2
1629048,Goga,Bitadze,17,30,16,24,0.362,6.7,3.4,1,0.4,0.8,2.4,0.6,0.9
201609,Goran,Dragic,9,10,20,47,0.474,7.5,3,4.3,0.8,0.2,4.6,0.3,1.5
202330,Gordon,Hayward,26,22,20,26,0.542,16.1,4.6,3.6,1,0.5,6.8,0.5,1.7
203476,Gorgui,Dieng,21,21,22,19,0.5,3.6,2.8,0.8,0.3,0.3,1.3,0.1,0.5
1629684,Grant,Williams,45,26,19,42,0.634,7.8,3.5,1,0.5,0.7,2.9,0.1,0.8
1628960,Grayson,Allen,40,22,20,48,0.645,11.2,3.4,1.5,0.7,0.3,4.9,0.2,0.6
1630535,Greg,Brown,14,27,1,2,0.341,4,2.6,0.6,0.5,0.5,2,0.4,0.5
202328,Greg,Monroe,5,5,23,21,0.5,5.5,5.2,1.4,0.6,0.7,2,0.7,0.9
1628977,Hamidou,Diallo,14,44,47,25,0.241,11,4.8,1.3,1.2,0.3,4.6,0.8,1
203084,Harrison,Barnes,24,47,22,22,0.338,16.8,5.7,2.5,0.7,0.2,5.8,1,1.6
202355,Hassan,Whiteside,37,23,33,30,0.617,8.1,7.6,0.4,0.4,1.5,1.7,0.9,0.9
1629755,Hassani,Gravett,2,6,14,15,0.25,6.3,2.6,2.5,0.6,0.1,2.5,0.1,1.1
1629312,Haywood,Highsmith,11,5,38,20,0.688,1.7,1.3,0.1,0.1,0.1,1,0.2,0.1
1630529,Herbert,Jones,32,40,21,25,0.444,9.6,3.8,2.2,1.6,0.8,3.8,0.4,1.3
1629649,Ignas,Brazdeikis,7,29,4,9,0.194,3.5,1.3,0.8,0.2,0.1,1.9,0.1,0.3
1630193,Immanuel,Quickley,32,40,18,45,0.444,10.6,2.9,3.2,0.6,0,5.3,0.3,1.3
1629067,Isaac,Bonga,9,6,42,18,0.6,0.8,0.5,0.3,0.5,0.1,0.7,0.2,0.1
1630171,Isaac,Okoro,32,28,17,53,0.533,9.2,3.1,1.8,0.9,0.3,3.5,0.5,1
1628392,Isaiah,Hartenstein,31,30,5,22,0.508,8,4.6,2.1,0.8,1.2,1.9,0.6,1.2
1630543,Isaiah,Jackson,9,22,5,8,0.29,7.5,4.1,0.3,0.5,1.3,2.4,0.8,1
1630198,Isaiah,Joe,32,19,12,33,0.627,3.5,1,0.6,0.2,0.1,2.1,0,0.3
1630587,Isaiah,Livers,5,8,32,37,0.385,4.8,2.5,0.8,0.5,0.4,2.5,0.1,0.6
1629676,Isaiah,Roby,8,30,40,28,0.211,9.1,4.6,1.4,0.8,0.7,3.1,0.7,0.9
1630191,Isaiah,Stewart,18,46,3,10,0.281,8.3,8.6,1.1,0.3,1.1,3.3,0.5,1.3
202738,Isaiah,Thomas,8,8,2,2,0.5,9.1,1.4,1.8,0.4,0.3,5,0.3,0.8
1630225,Isaiah,Todd,1,9,18,29,0.1,1.6,1,0.3,0.2,0.2,1.2,0.4,0.1
202397,Ish,Smith,24,33,19,8,0.421,5.8,2.1,3.4,0.6,0.3,3.6,0.1,1.1
1630688,Ish,Wainright,35,6,31,17,0.854,1.6,1,0.3,0.3,0.1,1.2,0.1,0.3
1627826,Ivica,Zubac,34,35,12,29,0.493,10.1,8.4,1.6,0.5,1,2.4,0.8,1.6
1630550,JT,Thor,15,14,31,13,0.517,2.2,1.4,0.6,0.3,0.3,1.1,0.3,0.3
1629630,Ja,Morant,35,21,21,30,0.625,27.6,5.7,6.7,1.2,0.4,10.6,1.7,3.4
203210,JaMychal,Green,34,28,3,6,0.548,6.5,4.2,0.8,0.6,0.4,2.6,0.2,0.9
1630605,JaQuori,McLaughlin,2,2,18,21,0.5,0,0,0.5,0,0,0.5,0,0
201580,JaVale,McGee,55,13,7,5,0.809,9.3,6.6,0.6,0.3,1.1,2.2,0.6,1.3
203953,Jabari,Parker,4,8,5,3,0.333,4.4,2.3,0.5,0.3,0.1,1.7,0,0.7
1630183,Jaden,McDaniels,39,28,4,7,0.582,9.4,4.3,1.1,0.8,0.8,4.4,0.2,1.1
1630531,Jaden,Springer,2,0,18,46,1,1,1,0,0,1,0,0,0.5
203109,Jae,Crowder,51,12,23,5,0.81,9.5,5.3,1.8,1.4,0.4,4.8,0.2,0.9
1630256,Jae'Sean,Tate,19,53,20,43,0.264,12,5.5,2.9,0.9,0.6,4.6,0.7,1.8
1630186,Jahmi'us,Ramsey,2,17,7,27,0.105,3.2,0.7,0.4,0.1,0.1,1.8,0.3,0.3
1630693,Jaime,Echenique,1,0,19,22,1,0,0,0,0,0,0,0,0
1627774,Jake,Layman,20,12,24,36,0.625,2,1,0.3,0.2,0.2,1.2,0.1,0.3
1627751,Jakob,Poeltl,28,35,2,2,0.444,13.5,9.3,2.8,0.7,1.8,3.7,1.4,1.6
1628973,Jalen,Brunson,44,28,5,2,0.611,16.2,3.8,4.9,0.9,0,6.4,0.4,1.7
1630224,Jalen,Green,12,49,30,28,0.197,16.1,3.3,2.6,0.7,0.3,7.9,0.6,2
1630552,Jalen,Johnson,12,7,1,18,0.632,2.7,1.3,0.2,0.2,0.1,0.9,0.1,0.5
1629667,Jalen,McDaniels,30,19,10,32,0.612,5.8,3.1,1,0.4,0.4,2.5,0.4,0.7
1630188,Jalen,Smith,29,18,34,30,0.617,8.8,6,0.5,0.3,0.8,3.1,0.5,0.8
1630591,Jalen,Suggs,15,31,44,24,0.326,12.1,3.7,4.4,1.2,0.4,7.5,0.8,3
1630547,James,Bouknight,13,15,27,28,0.464,5,1.7,0.8,0.3,0,3.2,0.1,0.5
203516,James,Ennis,3,4,15,39,0.429,4.1,1.7,0.4,0.3,0.3,1.8,0.1,0.3
201935,James,Harden,36,22,0,9,0.621,22.5,7.9,10.1,1.3,0.6,9.1,1.1,4.4
201949,James,Johnson,29,30,16,20,0.492,5.7,3.5,2.1,0.5,0.5,2.7,0.4,0.8
1630691,Jamorko,Pickett,3,7,5,12,0.3,2.1,1.6,0.3,0,0.3,1.8,0,0.3
1630215,Jared,Butler,28,10,42,18,0.737,3.8,0.9,1.3,0.3,0.2,2,0.1,0.8
1629607,Jared,Harper,1,1,33,19,0.5,3.5,0.5,1.5,0,0.5,2,0,0.5
1628991,Jaren,Jackson,51,23,45,24,0.689,16.4,5.8,1.1,0.9,2.3,7.7,0.8,1.7
1629020,Jarred,Vanderbilt,38,30,47,20,0.559,7.1,8.7,1.3,1.4,0.6,2.1,0.6,1
1628386,Jarrett,Allen,35,21,39,12,0.625,16.1,10.8,1.6,0.8,1.3,3.1,1.3,1.7
1629633,Jarrett,Culver,27,8,34,29,0.771,3.3,1.3,0.9,0.5,0.1,2,0.4,0.5
1629600,Jarron,Cumberland,0,3,23,20,0,0.7,1,0.3,0,0,0.4,0,0
1629602,Javin,DeLaurier,1,0,12,28,1,0,1,0,1,0,0,0,0
1629750,Javonte,Green,35,23,32,30,0.603,7.3,4.3,1,1,0.5,2.3,0.3,0.5
1630606,Javonte,Smart,10,5,7,4,0.667,2.1,1.3,0.9,0.3,0.1,2.4,0.1,0.6
1629637,Jaxson,Hayes,25,38,3,3,0.397,9,4.4,0.6,0.4,0.8,1.9,0.6,0.8
1630643,Jay,Huff,0,4,2,12,0,0,1,0.3,0.3,0.3,0.8,0,0.3
1630206,Jay,Scrubb,8,10,49,19,0.444,2.7,0.9,0.4,0.2,0.2,1.6,0.2,0.4
1627759,Jaylen,Brown,39,21,15,36,0.65,23.4,6.1,3.2,1,0.3,9.8,1.1,2.7
1629658,Jaylen,Hoard,0,1,19,11,0,0,2,0,0,0,1,0,0
1628537,Jaylen,Morris,0,3,28,23,0,0.7,0.7,0.7,0,0,2,0.6,0.3
1629669,Jaylen,Nowell,35,22,20,19,0.614,8.4,2,2.1,0.4,0.1,3.4,0.3,0.5
1629873,Jaysean,Paige,1,0,2,19,1,0,1,1,0,0,3,0,1
1628369,Jayson,Tatum,45,26,21,26,0.634,27.1,8.1,4.3,0.9,0.6,11.4,0.9,2.9
1630288,Jeff,Dowtin,4,4,16,46,0.5,2.1,2.3,1.3,0.4,0.1,2,0,0.5
201145,Jeff,Green,42,29,21,38,0.592,10.4,3.1,1.3,0.4,0.4,3.5,0.4,0.9
1629203,Jemerrio,Jones,0,2,35,24,0,2,1.5,0,0.5,0,0.5,0,0
203924,Jerami,Grant,11,36,41,18,0.234,19.2,4.1,2.4,0.9,1,8.6,0.9,1.8
1630526,Jeremiah,Robinson-Earl,14,31,28,25,0.311,7.1,5.8,1,0.6,0.3,4,0.3,0.8
203087,Jeremy,Lamb,20,30,19,33,0.4,7.3,2.7,1.4,0.5,0.4,3.9,0.3,0.6
1630579,Jericho,Sims,16,19,40,31,0.457,1.8,3.4,0.4,0.2,0.4,0.3,0.3,0.4
1628975,Jevon,Carter,35,25,34,38,0.583,4.2,1.6,1.3,0.3,0.2,2.3,0,0.5
202710,Jimmy,Butler,34,19,12,22,0.642,21.2,6,5.6,1.7,0.5,7.7,1,2.1
1629111,Jock,Landale,22,27,15,21,0.449,5,2.4,0.9,0.2,0.3,1.9,0.1,0.6
203925,Joe,Harris,10,4,1,12,0.714,11.3,4,1,0.5,0.1,4.9,0,1.1
204060,Joe,Ingles,28,17,0,9,0.622,7.2,2.9,3.5,0.5,0.1,3.7,0.1,1
2207,Joe,Johnson,1,0,13,13,1,2,0,0,0,0,0,0,0
1630580,Joe,Wieskamp,9,15,22,15,0.375,2.3,0.4,0.3,0.1,0.1,1.3,0.2,0.1
1630555,Joel,Ayayi,1,6,24,5,0.143,0.3,0.4,0.6,0,0,0.8,0,0
203954,Joel,Embiid,41,20,22,15,0.672,29.9,11.4,4.2,1.2,1.5,9.9,2.2,3
1628381,John,Collins,26,28,2,8,0.481,16.2,7.8,1.8,0.6,1,5.6,0.6,1.1
1629723,John,Konchar,45,21,19,31,0.682,4.7,4.5,1.4,0.6,0.3,1.7,0.3,0.4
1630257,Jon,Teske,3,0,36,16,1,0,0.7,0.3,0.3,0,0.3,0.7,0
202685,Jonas,Valanciunas,31,38,13,17,0.449,18.1,11.6,2.6,0.5,0.9,6,0.8,2.4
1630228,Jonathan,Kuminga,39,25,16,19,0.609,9.3,3.4,0.9,0.4,0.3,3.3,0.9,1.1
1628395,Jordan,Bell,1,0,32,37,1,0,1,0,1,0,0,0,0
203903,Jordan,Clarkson,43,29,11,6,0.597,16.1,3.4,2.3,0.8,0.2,8.3,0.4,1.6
1630692,Jordan,Goodwin,1,1,26,44,0.5,0,0.5,0,0,0,1.5,0,0
1629162,Jordan,McLaughlin,33,23,27,28,0.589,3.5,1.5,2.9,0.9,0.1,1.9,0.2,0.6
1629670,Jordan,Nwora,32,26,22,21,0.552,7.4,3.5,0.9,0.4,0.3,4.3,0,0.9
1629673,Jordan,Poole,44,26,31,25,0.629,17.9,3.2,3.8,0.8,0.3,7.5,0.3,2.4
1630648,Jordan,Schakel,1,1,21,45,0.5,0,1.5,0,0,0,3,0,0
1630631,Jose,Alvarado,21,26,35,32,0.447,6.1,1.8,2.7,1.3,0.1,3.1,0.2,0.7
1630528,Josh,Christopher,18,50,39,28,0.265,7.6,2.4,2,0.8,0.2,3.6,0.3,1.5
1630581,Josh,Giddey,17,37,10,35,0.315,12.5,7.8,6.4,0.9,0.4,7.2,0.5,3.2
1630182,Josh,Green,38,22,23,12,0.633,4.6,2.4,1.2,0.7,0.2,1.9,0.2,0.6
1628404,Josh,Hart,20,34,40,29,0.37,14.9,7.2,4.1,1.1,0.2,5.2,0.9,2.1
1628367,Josh,Jackson,9,36,26,16,0.2,6.2,2.8,1.1,0.5,0.4,3.5,0.4,0.9
1629006,Josh,Okogie,22,23,7,18,0.489,2.4,1.5,0.5,0.5,0.2,1.2,0.3,0.5
1626196,Josh,Richardson,35,23,4,22,0.603,10,2.9,1.7,0.8,0.5,4.6,0.2,1
1630563,Joshua,Primo,19,24,34,27,0.442,5.4,2.3,1.4,0.4,0.5,3.2,0.2,1
201950,Jrue,Holiday,42,18,23,44,0.7,18.6,4.4,6.7,1.6,0.4,7.1,0.6,2.8
1629308,Juan,Toscano-Anderson,48,22,45,23,0.686,4.1,2.4,1.7,0.7,0.2,1.6,0.4,0.9
1627823,Juancho,Hernangomez,17,17,1,4,0.5,2.2,2.2,0.4,0.3,0.3,1.4,0.3,0.4
203944,Julius,Randle,32,39,6,20,0.451,20.1,10,5.1,0.7,0.5,10.2,1.4,3.4
1626147,Justin,Anderson,3,9,11,7,0.25,6.9,3.4,2.3,0.4,0.3,3.5,0.3,0.7
1630551,Justin,Champagnie,20,15,23,31,0.571,2.2,2,0.3,0.2,0.1,1,0,0.2
203200,Justin,Holiday,22,46,6,9,0.324,10.4,2.6,1.8,0.8,0.5,5.6,0.2,1
1628382,Justin,Jackson,6,1,1,3,0.857,2.1,1,0.3,0,0,1.4,0,0.1
1629620,Justin,Robinson,13,12,26,17,0.52,3.1,0.8,1.3,0.4,0,2.6,0.1,0.7
1626159,Justise,Winslow,24,24,36,33,0.5,5.7,4.2,1.8,0.7,0.5,3.1,0.6,1
203994,Jusuf,Nurkic,25,31,11,20,0.446,15,11.1,2.8,1.1,0.6,5,1.5,2.6
1629752,Juwan,Morgan,0,1,40,28,0,5,4,1,0,0,1,0,0
1629644,KZ,Okpala,14,7,15,31,0.667,3.7,2,0.7,0.2,0.3,1.9,0.1,0.2
1630539,Kai,Jones,12,7,36,18,0.632,1.1,0.5,0.2,0.1,0,0.3,0.2,0.3
1626157,Karl-Anthony,Towns,41,28,15,11,0.594,24.6,9.8,3.7,1,1.1,7.7,1.1,3.1
1626208,Keifer,Sykes,6,24,23,28,0.2,5.7,1.5,2,0.4,0.1,3.9,0,1.1
1628966,Keita,Bates-Diop,20,33,13,27,0.377,5.3,3.8,0.7,0.5,0.3,2.1,0.2,0.7
1629103,Kelan,Martin,14,16,39,22,0.467,5.7,1.8,0.7,0.4,0.3,3.4,0.1,0.5
1629640,Keldon,Johnson,30,39,29,11,0.435,16.6,6.1,2,0.8,0.2,7.1,0.7,1.2
1629833,Keljin,Blevins,4,20,13,22,0.167,2.8,1.3,0.7,0.2,0,2,0.1,0.5
203482,Kelly,Olynyk,11,25,20,31,0.306,8.9,4.5,2.6,0.8,0.4,4.1,0.5,1.4
1626162,Kelly,Oubre,35,35,30,15,0.5,15.1,4,1.1,1.1,0.4,7.1,0.9,0.9
202689,Kemba,Walker,16,21,28,32,0.432,11.6,3,3.5,0.7,0.2,6,0.3,1.3
1629026,Kenrich,Williams,17,32,23,32,0.347,7.4,4.5,2.2,0.9,0.2,3.5,0.5,0.9
203145,Kent,Bazemore,16,21,44,22,0.432,3.6,1.8,0.9,0.6,0.2,2.4,0.1,0.5
203484,Kentavious,Caldwell-Pope,31,40,3,3,0.437,12.7,3.4,1.9,1.1,0.4,6.1,0.3,1.2
1630231,Kenyon,Martin,20,53,18,34,0.274,8.9,3.8,1.3,0.4,0.5,3,0.6,0.8
1630553,Keon,Johnson,8,22,40,26,0.267,6,2.1,1.3,0.7,0.2,4.2,0.2,1
1630556,Kessler,Edwards,17,24,14,19,0.415,5.9,3.6,0.6,0.6,0.5,3.2,0.1,0.9
201142,Kevin,Durant,31,17,44,19,0.646,29.5,7.3,6.1,0.9,0.9,9.7,0.7,3.4
1628989,Kevin,Huerter,35,32,13,18,0.522,11.8,3.4,2.8,0.7,0.4,5.7,0.2,1.3
1628995,Kevin,Knox,14,12,21,26,0.538,2.6,1.5,0.4,0.1,0,1.8,0.2,0.3
201567,Kevin,Love,36,31,27,29,0.537,13.5,7.3,2.2,0.4,0.2,5.9,0.4,1.3
1630698,Kevin,Pangos,16,8,8,29,0.667,1.6,0.5,1.3,0.1,0,1.3,0.1,0.3
1629645,Kevin,Porter,16,39,3,0,0.291,14.1,4.1,6,1.1,0.4,7.5,1.2,3.1
1626172,Kevon,Looney,48,28,19,23,0.632,6.2,7.5,2,0.6,0.7,2,0.6,0.9
203920,Khem,Birch,29,19,7,7,0.604,4.8,4.4,1.1,0.6,0.5,2,0.3,0.5
203114,Khris,Middleton,39,21,32,20,0.65,20.3,5.4,5.4,1.1,0.3,8.6,0.5,2.9
1630165,Killian,Hayes,18,41,38,19,0.305,6.3,3.2,4.3,1.1,0.5,4.1,0.3,1.8
1629681,Killian,Tillie,27,9,24,24,0.75,3.3,1.7,0.6,0.6,0.4,2.3,0.1,0.4
1630184,Kira,Lewis,6,18,6,2,0.25,5.9,1.6,2,0.5,0,3.6,0.1,1.1
202691,Klay,Thompson,14,14,32,29,0.5,18.9,4,2.7,0.6,0.6,9.8,0.1,1.3
1627739,Kris,Dunn,1,8,24,13,0.111,8.2,3,4.8,1.9,0.2,3.5,0,2
204001,Kristaps,Porzingis,23,22,2,4,0.511,19.8,7.8,2.2,0.8,1.7,8.2,0.7,1.6
203937,Kyle,Anderson,43,20,0,2,0.683,7.4,5.3,2.6,1.1,0.7,3.8,0.5,1
1629657,Kyle,Guy,15,4,20,23,0.789,3.9,0.9,0.9,0.4,0.1,2,0.2,0.7
1628398,Kyle,Kuzma,29,37,10,22,0.439,17.1,8.5,3.5,0.6,0.9,7.8,0.9,2.6
200768,Kyle,Lowry,37,22,14,42,0.627,13.1,4.6,7.5,1.1,0.3,5.6,0.4,2.7
202681,Kyrie,Irving,9,13,46,19,0.409,27.1,4.4,5.7,1.3,0.7,10.6,0.4,2.3
200746,LaMarcus,Aldridge,24,21,27,18,0.533,13.5,5.6,0.9,0.3,1,4.5,0.3,0.9
1630163,LaMelo,Ball,35,34,4,9,0.507,20,6.8,7.4,1.6,0.4,9.7,0.5,3.1
1630205,Lamar,Stevens,33,23,16,21,0.589,5.7,2.4,0.7,0.5,0.3,2.5,0.4,0.6
202362,Lance,Stephenson,11,29,14,25,0.275,8.4,2.9,3.5,0.5,0.1,3.9,0.4,1.6
1629013,Landry,Shamet,50,12,31,19,0.806,8.1,1.8,1.6,0.4,0.1,4.1,0.2,0.6
204038,Langston,Galloway,4,3,2,1,0.571,2,2.6,1.7,0.1,0,2.8,0,0.9
1626204,Larry,Nance,15,24,20,19,0.385,6.9,5.6,1.9,1,0.4,2.6,0.4,0.7
1628374,Lauri,Markkanen,30,24,12,19,0.556,14.6,5.6,1.4,0.8,0.5,6.5,0.4,0.9
